question,answer,image_id
what is the colour of the cushion of the chairs,"white, blue",image1404
how many chairs are around the table,chair,image166
how many drawers are there in the cabinet,6,image1000
what is on the white carton,microwave,image625
what is behind the table,wall_decoration,image1344
what is on the wall,projector_screen,image19
how many silver wash basins are there,2,image790
what are stuck on the wall,wall_stand,image989
what is in the rack,shoe,image601
what is in front of the window,table,image1351
what is the object close to the wall right of the shelf,window,image979
what is on the bottom left corner,bed,image1065
what is the object on the floor right of the bed,stool,image998
what is on the right side of the foosball table,desk,image438
what is at the bottom of the photos,sofa,image1252
what is on the top of the oven,"cutting_board, pot",image145
what is seen on the door near the right side,door_knob,image1018
how many table runner are,3,image930
what is the object found left,bag,image956
what are the objects on the bed,"pillow, blanket, book",image1036
what is the large black object,television,image1134
what is on the wall,picture,image954
what is on the right side of the flower pot,bookshelf,image1240
how many pictures are there on the wall,2,image1116
what is to the right side of the wardrobe,door,image911
what are the things on the table,"laptop, bottle, cup, papers",image4
what is the object close to the wall left of the mirror,shoe_rack,image1051
what is in front of of bookshelf,chair,image53
what is on the left side of the bed,night_stand,image1133
what is on the left side of the table,ornamental_plant,image1270
what is the object below the counter left of the cabinet,dishwasher,image826
what is spread across the bed,clothes,image1007
what is the largest object on the blanket,laundry_basket,image1007
how many pictures are there,2,image1188
what are the things on the cabinet,"candelabra, book",image1440
what is beneath the books,tissue_roll,image701
what is the colour of the table mat,white,image758
what is to the right corner of the night stand,lamp,image929
what is on the left side of the chairs,drawer,image828
how many drawers does the filing cabinet have,4,image552
what is on the right side of the fireplace,table,image1224
what is on the right side of the tap,bowl,image853
what is found above the chair,toy_shelf,image922
what is on the left side of the bookshelf,"table, chair",image986
what is on the washing machine,clothing_detergent,image493
what is on the shelf,"light_bulb, towel",image502
what is the colour of the bottle found in the left top,green,image865
what is in front of the window,ornamental_plant,image736
what are the objects found in front of the flour mixer,papers,image886
what is in front of the laptop,chair,image376
what is beneath the letter stand,garbage_bin,image53
what are the objects on the shelf,"books, toy, hair_brush",image69
what is available in the right corner,door,image1015
what is the object close to the wall above the toaster,microwave,image751
what is found in between the window and the wardrobe,curtain,image911
what is to the right of the switchboard,door_way,image1383
what is to the right of the sofa,treadmill,image1318
what kinds of tables are in the picture,"foosball_table, toy_table",image422
what is the colour of the broom,yellow,image832
what is covered on the table,tablecloth,image166
what is the object close to the pillar on the floor,table,image116
what is in blue colour,can_of_beer,image142
what are the objects in the shelves,books,image979
how many cupboards are there on the top,2,image753
how many sofas are there,2,image51
what is the colour of chair,brown,image248
what is to the right of printer,shelves,image24
